Name,Street Address,Location,Address,Latitude,Longitude,Type 1,Type 2,Type 3,Reviews,Out of 5,No of Reviews,Number of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,Price_Range
Perry St,176 Perry St,"New York City, NY 10014-2384","176 Perry St, New York City, NY 10014-2384",40.7344364,-74.0097048,Contemporary,Vegetarian Friendly,Gluten Free Options,4.5 of 5 bubbles,4.5,367 reviews,367,"Upscale restaurant in an unexpected location. Great value with the restaurant week menu. Everything was very tasty, maybe just a bit too salty. We had the tuna tartar to start and the duck as a main. We also tried the braised lamb shank, which was...More",+1 212-352-1900,https://www.tripadvisor.com//Restaurant_Review-g60763-d590536-Reviews-Perry_St-New_York_City_New_York.html,Check The Website for a Menu,$$$$
Frank Fat's Restaurant,806 L St,"Sacramento, CA 95814-3693","806 L St, Sacramento, CA 95814-3693",38.5784227,-121.4968287,Chinese,Asian,Vegetarian Friendly,4.5 of 5 bubbles,4.5,368 reviews,368,,+1 916-442-7092,https://www.tripadvisor.com//Restaurant_Review-g32999-d339794-Reviews-Frank_Fat_s_Restaurant-Sacramento_California.html,Check The Website for a Menu,$$ - $$$
Kenny's Italian Kitchen,5100 Belt Line Rd Ste 764,"Dallas, TX 75254-7036","5100 Belt Line Rd Ste 764, Dallas, TX 75254-7036",32.9522166,-96.8196442,Italian,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,368 reviews,368,Kenny´s Italian Kitchen is a great restaurant. Their lasagne and carbonara are the best! One of my favorite Italian restaurants in the city.,+1 972-661-9380,https://www.tripadvisor.com//Restaurant_Review-g55711-d1995102-Reviews-Kenny_s_Italian_Kitchen-Dallas_Texas.html,http://kennysitalian.com/menu/,$$ - $$$
Martha's Country Bakery,7028 Austin St,"Forest Hills, NY 11375-4723","7028 Austin St, Forest Hills, NY 11375-4723",40.7204027,-73.846096,Bakeries,American,Cafe,4.5 of 5 bubbles,4.5,368 reviews,368,"Had the rainbow cookies, strawberry shortcake and fruit tart. Everything is delicious and the place stays packed!",+1 718-544-0088,https://www.tripadvisor.com//Restaurant_Review-g47732-d4106357-Reviews-Martha_s_Country_Bakery-Forest_Hills_Queens_New_York.html,https://marthascountrybakery.com/menu/,$$ - $$$
Pappasito's Cantina,15280 I-45 N. at Airtex,"Spring, TX 77090","15280 I-45 N. at Airtex, Spring, TX 77090",29.9888438,-95.4230424,Mexican,Southwestern,Vegetarian Friendly,4.5 of 5 bubbles,4.5,368 reviews,368,I had a good dinner. The food was tasty and arrived hot. The service was attentive. I enjoyed eating at the restaurant.,+1 281-821-4500,https://www.tripadvisor.com//Restaurant_Review-g56701-d3967476-Reviews-Pappasito_s_Cantina-Spring_Texas.html,Check The Website for a Menu,$$ - $$$
The Keg Steakhouse + Bar - Lynnwood,18110 Alderwood Mall Pkwy,"Lynnwood, WA 98037-3959","18110 Alderwood Mall Pkwy, Lynnwood, WA 98037-3959",47.8344947,-122.2707422,American,Steakhouse,Bar,4.5 of 5 bubbles,4.5,369 reviews,369,Arrived 10 minutes early. Rude hostess. Table was ready. Made us seat in cold lobby after we requested to be seated and wait for the rest of our party. Ignored other guests while speaking to fellow employees. Good food though.,+1 425-778-0900,https://www.tripadvisor.com//Restaurant_Review-g58578-d464047-Reviews-The_Keg_Steakhouse_Bar_Lynnwood-Lynnwood_Washington.html,Check The Website for a Menu,$$ - $$$
Enzo's Of Arthur Avenue,2339 Arthur Ave,"Bronx, NY 10458-8110","2339 Arthur Ave, Bronx, NY 10458-8110",40.8544441,-73.888881,Italian,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,370 reviews,370,Excellent food and service meatballs appetizer is my favorite the steak was excellent large wine selection chicken parmigiana with spaghetti in garlic and oil is recommended,+1 718-733-4455,https://www.tripadvisor.com//Restaurant_Review-g47369-d805399-Reviews-Enzo_s_Of_Arthur_Avenue-Bronx_New_York.html,Check The Website for a Menu,$$ - $$$
San Matteo Pizza Espresso Bar,1739 2nd Ave,"New York City, NY 10128-3502","1739 2nd Ave, New York City, NY 10128-3502",40.7803975,-73.9501284,Italian,Pizza,Vegetarian Friendly,4.5 of 5 bubbles,4.5,370 reviews,370,"I love San Matteo. We've eaten there maybe 4 times now and taken friends. The thin crust Italian based pizza reminds us of Franco Manca (for the Brits reading this). Delicious and slightly charcoalled in places.
The ravioli with vodka sauce is a must try,...More",+1 212-426-6943,https://www.tripadvisor.com//Restaurant_Review-g60763-d2256319-Reviews-San_Matteo_Pizza_Espresso_Bar-New_York_City_New_York.html,Check The Website for a Menu,$$ - $$$
The Georgian,411 University St,"Seattle, WA 98101-2507","411 University St, Seattle, WA 98101-2507",47.6079957,-122.3338074,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,370 reviews,370,My wife and I visited The Georgian for breakfast at 11 am on a Monday. The restaurant was busy and we were greeted by our server 10 minutes after being seated. My wife is vegan and the only option for her was a side of...More,+1 206-621-7889,https://www.tripadvisor.com//Restaurant_Review-g60878-d432600-Reviews-The_Georgian-Seattle_Washington.html,Check The Website for a Menu,$$$$
Casa Martin,1654 Ocean Ave,"Santa Monica, CA 90401-3282","1654 Ocean Ave, Santa Monica, CA 90401-3282",34.0102407,-118.4938787,Mexican,Latin,Vegetarian Friendly,4.5 of 5 bubbles,4.5,371 reviews,371,,+1 310-663-1732,https://www.tripadvisor.com//Restaurant_Review-g33052-d4092481-Reviews-Casa_Martin-Santa_Monica_California.html,https://www.casamartinsm.com/menu/,$$ - $$$
Grace - Ft. Worth,777 Main St,"Fort Worth, TX 76102-5304","777 Main St, Fort Worth, TX 76102-5304",32.7532171,-97.3296839,American,Vegetarian Friendly,Gluten Free Options,4.5 of 5 bubbles,4.5,371 reviews,371,The food was fabulous With service match. Super Texas Hospitality without being cloyingly attentive. The egg in the hole salad was outstanding. The dumplings were amazing. My steak was phenomenal. My daughter adored her scallops. Butter scotch dessert dish was wonderful. Expensive but money well...More,+1 817-877-3388,https://www.tripadvisor.com//Restaurant_Review-g55857-d1310580-Reviews-Grace_Ft_Worth-Fort_Worth_Texas.html,Check The Website for a Menu,$$$$
Betty's,370 Virginia St,"Buffalo, NY 14201-1952","370 Virginia St, Buffalo, NY 14201-1952",42.8967234,-78.8786464,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,372 reviews,372,Stopped here on the drive back home from Niagara. They had an excellent brunch menu and so happy they had vegan options.,+1 716-362-0633,https://www.tripadvisor.com//Restaurant_Review-g60974-d663989-Reviews-Betty_s-Buffalo_New_York.html,Check The Website for a Menu,$$ - $$$
Blue Ribbon Restaurant,1801 State St,"Schenectady, NY 12304-2023","1801 State St, Schenectady, NY 12304-2023",42.7807089,-73.9038503,Seafood,Gluten Free Options,,4.5 of 5 bubbles,4.5,372 reviews,372,Great Food at a great price Prime rib was cooked to perfection and the aus Juis sauce was good on the potatoes.,+1 518-393-2600,https://www.tripadvisor.com//Restaurant_Review-g48572-d420159-Reviews-Blue_Ribbon_Restaurant-Schenectady_New_York.html,Check The Website for a Menu,$$ - $$$
Brunos,1652 Ocean Ave,"Santa Monica, CA 90401-3212","1652 Ocean Ave, Santa Monica, CA 90401-3212",34.0102948,-118.4939005,Italian,Pizza,Vegetarian Friendly,4.5 of 5 bubbles,4.5,372 reviews,372,,+1 310-395-5589,https://www.tripadvisor.com//Restaurant_Review-g33052-d447876-Reviews-Brunos-Santa_Monica_California.html,Check The Website for a Menu,$$ - $$$
Rudy's,6401 S Desert Blvd,"El Paso, TX 79932-8515","6401 S Desert Blvd, El Paso, TX 79932-8515",31.8834863,-106.5834062,American,Barbecue,Gluten Free Options,4.5 of 5 bubbles,4.5,373 reviews,373,"We went here because it was walking distance to the hotel. Everything is a la carte. We both had the ""dry"" meaning lean brisket. I had coleslaw, my husband had beans, and we were given a baggie of 4 slices of white bread. Cafeteria style...More",+1 915-587-8397,https://www.tripadvisor.com//Restaurant_Review-g60768-d1977055-Reviews-Rudy_s-El_Paso_Texas.html,Check The Website for a Menu,$$ - $$$
Abuelo’s,3501 SW 45th Ave,"Amarillo, TX 79109-5679","3501 SW 45th Ave, Amarillo, TX 79109-5679",35.1641249,-101.8752773,Mexican,Southwestern,Vegetarian Friendly,4.5 of 5 bubbles,4.5,374 reviews,374,Had the Brocheta De Filet my guest had the Brisket Mexico City-Style Tacos. Always delicious! Enjoy your weekend,+1 806-354-8294,https://www.tripadvisor.com//Restaurant_Review-g30165-d411883-Reviews-Abuelo_s-Amarillo_Texas.html,Check The Website for a Menu,$$ - $$$
Caffe Aldo Lamberti,2011 Marlton Pike W,"Cherry Hill, NJ 08002-2728","2011 Marlton Pike W, Cherry Hill, NJ 08002-2728",39.9192964,-75.0354684,Seafood,Italian,Vegetarian Friendly,4.5 of 5 bubbles,4.5,374 reviews,374,"I loved all of the food at Caffe Aldo. I walked in and the restaurant was beautiful. The presentations of all of the plates were gorgeous. I especially liked the crab cake appetizer. The calamari appetizer was light and airy, and the zucchini fries were...More",+1 856-663-1747,https://www.tripadvisor.com//Restaurant_Review-g46354-d494532-Reviews-Caffe_Aldo_Lamberti-Cherry_Hill_New_Jersey.html,http://www.caffelamberti.com/menus.php,$$$$
City Vineyard,233 West Street,"New York City, NY 10013","233 West Street, New York City, NY 10013",40.7213651,-74.0127143,American,Bar,Seafood,4.5 of 5 bubbles,4.5,374 reviews,374,"Came here to see Andrea Gibson perform, we were excited for the show but became even more excited when we saw what a cool spot this was, the Views and vibe were awesome and to match the ambiance, the service and food were phenomenal. We...More",+1 646-677-8350,https://www.tripadvisor.com//Restaurant_Review-g60763-d10778920-Reviews-City_Vineyard-New_York_City_New_York.html,Check The Website for a Menu,$$ - $$$
Da Vinci Ristorante Italiano,6455 S Fry Rd,"Katy, TX 77494-8321","6455 S Fry Rd, Katy, TX 77494-8321",29.7127367,-95.7698117,Italian,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,374 reviews,374,"We have eaten at Da Vinci numerous times over many years and have never been disappointed.

The food and the service are both consistently good. The food and wine menu selections are varied and if you like seafood you can’t go wrong. The meat dishes,...More",+1 281-392-2115,https://www.tripadvisor.com//Restaurant_Review-g56062-d2459104-Reviews-Da_Vinci_Ristorante_Italiano-Katy_Texas.html,Check The Website for a Menu,$$$$
Ruth's Chris Steak House,2961 Michelson Drive,"Irvine, CA 92612","2961 Michelson Drive, Irvine, CA 92612",33.6718171,-117.8457705,American,Steakhouse,Vegetarian Friendly,4.5 of 5 bubbles,4.5,374 reviews,374,,+1 949-252-8848,https://www.tripadvisor.com//Restaurant_Review-g32530-d467886-Reviews-Ruth_s_Chris_Steak_House-Irvine_California.html,Check The Website for a Menu,$$$$
Eddie V's Prime Seafood,3100 W 7th St,"Fort Worth, TX 76107-2795","3100 W 7th St, Fort Worth, TX 76107-2795",32.7513994,-97.3621417,American,Seafood,Gluten Free Options,4.5 of 5 bubbles,4.5,376 reviews,376,Great service from start to finish. Everyone was very accommodating. Prices are inline with the quality of food and service you receive.,+1 817-336-8000,https://www.tripadvisor.com//Restaurant_Review-g55857-d5052532-Reviews-Eddie_V_s_Prime_Seafood-Fort_Worth_Texas.html,Check The Website for a Menu,$$$$
Grazie,26 E 84th St,"New York City, NY 10028-0426","26 E 84th St, New York City, NY 10028-0426",40.7794797,-73.9601024,Italian,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,376 reviews,376,"I went there with some friends and their baby around Christmas. Our server was clearly upset when we told him we only wanted some drinks, coffees and a couple desserts (basically, not dinner but still, a full order): it took him half an hour to...More",+1 212-717-4407,https://www.tripadvisor.com//Restaurant_Review-g60763-d502789-Reviews-Grazie-New_York_City_New_York.html,https://www.grazienyc.com/menu/#/dinner,$$ - $$$
La Note,2377 Shattuck Ave,"Berkeley, CA 94704-1552","2377 Shattuck Ave, Berkeley, CA 94704-1552",37.866232,-122.2672545,French,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,377 reviews,377,,+1 510-843-1525,https://www.tripadvisor.com//Restaurant_Review-g32066-d371518-Reviews-La_Note-Berkeley_California.html,Check The Website for a Menu,$$ - $$$
One Guy Pizza,1101 University Ave,"Lubbock, TX 79401-2906","1101 University Ave, Lubbock, TX 79401-2906",33.5853012,-101.8702768,Italian,Pizza,Vegetarian Friendly,4.5 of 5 bubbles,4.5,377 reviews,377,"We have our regular places to eat in Lubbock. Today we found a new regular place. This place was incredible. The calzone was amazing. I am usually not a calzone guy, but since we were not splitting a pizza I decided what the heck. I...More",+1 806-747-1226,https://www.tripadvisor.com//Restaurant_Review-g56208-d5075805-Reviews-One_Guy_Pizza-Lubbock_Texas.html,Check The Website for a Menu,$
Lazy Dog Restaurant & Bar,1623 W Katella Ave,"Orange, CA 92867-3456","1623 W Katella Ave, Orange, CA 92867-3456",33.8085696,-117.8699243,American,Bar,Vegetarian Friendly,4.5 of 5 bubbles,4.5,378 reviews,378,,+1 714-769-7020,https://www.tripadvisor.com//Restaurant_Review-g32825-d881318-Reviews-Lazy_Dog_Restaurant_Bar-Orange_California.html,Check The Website for a Menu,$$ - $$$
Catfish Charlie's,5830 McArdle Rd Ste 12,"Corpus Christi, TX 78412-3472","5830 McArdle Rd Ste 12, Corpus Christi, TX 78412-3472",27.7093567,-97.3628607,American,Seafood,,4.5 of 5 bubbles,4.5,379 reviews,379,"Catfish Charlie’s has survived for many years because their food is fresh and tasty, eating their hush puppies is like eating peanuts , it’s hard to stop! Friendly servers, clean place , very reasonable prices , good selection .",+1 361-993-0363,https://www.tripadvisor.com//Restaurant_Review-g60927-d404676-Reviews-Catfish_Charlie_s-Corpus_Christi_Texas.html,Check The Website for a Menu,$$ - $$$
Gloria's Latin Cuisine,8600 Gaylord Pkwy,"Frisco, TX 75034-8574","8600 Gaylord Pkwy, Frisco, TX 75034-8574",33.1049751,-96.8097137,Southwestern,Latin,Spanish,4.5 of 5 bubbles,4.5,379 reviews,379,The patio was sensational (with great weather).. the service lacked and the food was decent. Happy hour pricing is what you want!,+1 972-668-1555,https://www.tripadvisor.com//Restaurant_Review-g55870-d512155-Reviews-Gloria_s_Latin_Cuisine-Frisco_Texas.html,Check The Website for a Menu,$$ - $$$
Lecosho,89 University St,"Seattle, WA 98101-2918","89 University St, Seattle, WA 98101-2918",47.6064092,-122.3389028,American,Vegetarian Friendly,Gluten Free Options,4.5 of 5 bubbles,4.5,379 reviews,379,"I didn’t get a sense of this place with the odd name. For lack of any definitive impression, I’ll give Lecosho 4 stars. I had the Catfish special for lunch. All I could taste was hot sauce. The fish had no flavor. Everything was overwhelmed...More",+1 206-623-2101,https://www.tripadvisor.com//Restaurant_Review-g60878-d1917385-Reviews-Lecosho-Seattle_Washington.html,Check The Website for a Menu,$$ - $$$
Blue Moose!,311B Haines Pl,"Port Townsend, WA 98368-1818","311B Haines Pl, Port Townsend, WA 98368-1818",48.1065979,-122.7803731,American,Cafe,Vegetarian Friendly,4.5 of 5 bubbles,4.5,381 reviews,381,It is a very tiny place and I guess in season (not winter) there can be a wait. Maybe in summer you can sit outside. It is hard to find as it is in the shipyard and is tiny (and blue). Service is fast and...More,+1 360-385-7339,https://www.tripadvisor.com//Restaurant_Review-g58687-d1868600-Reviews-Blue_Moose-Port_Townsend_Washington.html,Check The Website for a Menu,$
Ocean Prime,2101 Cedar Springs Rd,"Dallas, TX 75201-2104","2101 Cedar Springs Rd, Dallas, TX 75201-2104",32.7940761,-96.8063384,American,Seafood,Vegetarian Friendly,4.5 of 5 bubbles,4.5,382 reviews,382,We planned to have dinner here. We ordered appetizers and they were not good. The calamari was rubbery and the oysters were nothing special. Since we were at a seafood restaurant and the appetizers were not good we decided to go elsewhere. Very disappointing for...More,+1 214-965-0440,https://www.tripadvisor.com//Restaurant_Review-g55711-d1687418-Reviews-Ocean_Prime-Dallas_Texas.html,Check The Website for a Menu,$$$$
Il Giardinello,1232 Route 166,"Toms River, NJ 08753-2743","1232 Route 166, Toms River, NJ 08753-2743",39.983873,-74.2111687,Italian,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,383 reviews,383,We were a party of 11 and had reservations. Although we still had to wait it was well worth it. Service was impeccable and our waiter Moses was the best. For the most part we ordered different dinners. The portions were generous and we brought...More,+1 732-286-9111,https://www.tripadvisor.com//Restaurant_Review-g46870-d1341592-Reviews-Il_Giardinello-Toms_River_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Hutch's,1375 Delaware Ave,"Buffalo, NY 14209-1108","1375 Delaware Ave, Buffalo, NY 14209-1108",42.921613,-78.8672367,American,Vegetarian Friendly,Gluten Free Options,4.5 of 5 bubbles,4.5,384 reviews,384,"From the outside, Hutch's is nothing special. But inside it's charming and the food is delicious. We were lucky to walk in and get a table straight away. They seated us without complaint even though we were dressed a bit too casually. I recommend, making...More",+1 716-885-0074,https://www.tripadvisor.com//Restaurant_Review-g60974-d408577-Reviews-Hutch_s-Buffalo_New_York.html,Check The Website for a Menu,$$$$
